Fold,Train_Accuracy,Val_Accuracy,Test_Accuracy,Train_F1,Val_F1,Test_F1,Train_AUCPR,Val_AUCPR,Test_AUCPR,Train_Precision,Val_Precision,Test_Precision,Train_Recall,Val_Recall,Test_Recall,Best_Epoch
1,1.0,0.9911297852474323,0.61875,1.0,0.9920634920634921,0.7090909090909091,1.0,0.9998147090716131,0.7837162897548655,1.0,0.9920634920634921,0.6290322580645161,1.0,0.9920634920634921,0.8125,93
2,1.0,0.9635854341736694,0.6104166666666666,1.0,0.968503937007874,0.7048192771084337,1.0,0.9505835119278442,0.7041210175205125,1.0,0.9609375,0.6223404255319149,1.0,0.9761904761904762,0.8125,18
3,1.0,0.9705882352941176,0.63125,1.0,0.9767441860465116,0.7155963302752294,0.9999999999999998,0.9608570645174981,0.6529064328212429,1.0,0.9545454545454546,0.639344262295082,1.0,1.0,0.8125,8
4,1.0,0.9705882352941176,0.5986111111111111,1.0,0.9767441860465116,0.6966966966966966,0.9999999999999998,0.9952628125596303,0.6422884975323633,1.0,0.9545454545454546,0.6137566137566137,1.0,1.0,0.8055555555555556,14
5,1.0,0.9921875,0.6236111111111111,1.0,0.9921259842519685,0.6962025316455697,1.0,0.99877359232353,0.6310700073632091,1.0,1.0,0.6395348837209303,1.0,0.984375,0.7638888888888888,64
