Fold,Train_Accuracy,Val_Accuracy,Test_Accuracy,Train_F1,Val_F1,Test_F1,Train_AUCPR,Val_AUCPR,Test_AUCPR,Train_Precision,Val_Precision,Test_Precision,Train_Recall,Val_Recall,Test_Recall,Best_Epoch
1,1.0,0.9813258636788049,0.6173611111111111,1.0,0.984251968503937,0.6858974358974359,1.0,0.9995704344255478,0.7220751380518584,1.0,0.9765625,0.6369047619047619,1.0,0.9920634920634921,0.7430555555555556,13
2,1.0,0.9782913165266106,0.5951388888888889,1.0,0.9800796812749004,0.6927710843373494,1.0,0.997022440465853,0.6462310606823419,1.0,0.984,0.6117021276595744,1.0,0.9761904761904762,0.7986111111111112,65
3,1.0,0.9754901960784313,0.6020833333333333,1.0,0.980544747081712,0.7005988023952096,1.0,0.9692590647783101,0.7319767873773109,1.0,0.9618320610687023,0.6157894736842106,1.0,1.0,0.8125,62
4,0.9989361702127659,0.9813258636788049,0.5979166666666667,0.9989350372736954,0.984251968503937,0.6985074626865672,1.0,0.9998147090716131,0.7552605735681452,1.0,0.9765625,0.612565445026178,0.997872340425532,0.9920634920634921,0.8125,91
5,1.0,0.99109375,0.5923611111111111,1.0,0.9921875,0.7,0.9999999999999999,0.9989867629414779,0.6404459902056208,1.0,0.9921875,0.6071428571428571,1.0,0.9921875,0.8263888888888888,98
