Fold,Train_Accuracy,Val_Accuracy,Test_Accuracy,Train_F1,Val_F1,Test_F1,Train_AUCPR,Val_AUCPR,Test_AUCPR,Train_precision,Val_precision,Test_precision,Train_recall,Val_recall,Test_recall
1,0.6639249639249639,0.6578282828282829,0.5,0.6890243902439024,0.6829268292682926,0.3669724770642202,0.8710736932119596,0.8884808372451753,0.3574938052266575,0.8692307692307693,0.8615384615384616,0.3076923076923077,0.5707070707070707,0.5656565656565656,0.45454545454545453
2,0.6650010745755426,0.5581529581529582,0.5164141414141414,0.5862068965517241,0.32786885245901637,0.4596273291925465,0.8967899725404068,0.8494542812848423,0.37761084394608646,0.9239130434782609,0.8695652173913043,0.3162393162393162,0.4292929292929293,0.20202020202020202,0.8409090909090909
3,0.6101439931227166,0.602020202020202,0.4356060606060606,0.642967542503864,0.547945205479452,0.33599999999999997,0.8571073612921696,0.8060628106517105,0.39606680285215423,0.8286852589641435,0.851063829787234,0.25925925925925924,0.5252525252525253,0.40404040404040403,0.4772727272727273
4,0.5856705351386202,0.6256854256854256,0.5744949494949495,0.5903225806451613,0.674698795180723,0.26923076923076916,0.8407712389358819,0.877376202756829,0.4595778467010818,0.8169642857142857,0.835820895522388,0.875,0.4621212121212121,0.5656565656565656,0.1590909090909091
5,0.6189286481839673,0.5096681096681097,0.5252525252525253,0.6805349182763745,0.6024096385542169,0.44755244755244755,0.8332119116441156,0.7331498019322956,0.36098509679908086,0.8267148014440433,0.746268656716418,0.32323232323232326,0.5782828282828283,0.5050505050505051,0.7272727272727273
Average,0.6287338429891621,0.5906709956709957,0.5103535353535353,0.6378112656442052,0.5671698641883401,0.3758766046079967,0.8597908355249066,0.8309047867741706,0.39034687910501215,0.8531016317663005,0.8328514121911612,0.4162846412846413,0.5131313131313131,0.44848484848484854,0.5318181818181819
