Fold,Train_Accuracy,Val_Accuracy,Test_Accuracy,Train_F1,Val_F1,Test_F1,Train_AUCPR,Val_AUCPR,Test_AUCPR,Train_precision,Val_precision,Test_precision,Train_recall,Val_recall,Test_recall
1,0.9097402597402597,0.7184343434343434,0.8232323232323233,0.9098360655737705,0.7080745341614907,0.7422680412371134,0.9890449036011928,0.9223497534240824,0.7461112211941189,0.9910714285714286,0.9193548387096774,0.6792452830188679,0.8409090909090909,0.5757575757575758,0.8181818181818182
2,0.9449280034386418,0.739105339105339,0.797979797979798,0.9470899470899472,0.6883116883116883,0.7058823529411765,0.9962318914624311,0.9485467031433357,0.725870980020578,0.9944444444444445,0.9636363636363636,0.6206896551724138,0.9040404040404041,0.5353535353535354,0.8181818181818182
3,0.9131205673758865,0.7753246753246753,0.7007575757575758,0.9078404401650619,0.7636363636363637,0.5904761904761906,0.9928672911362396,0.9443616146229618,0.6815927711943182,0.9969788519637462,0.9545454545454546,0.5081967213114754,0.8333333333333334,0.6363636363636364,0.7045454545454546
4,0.9348269933376316,0.7518037518037518,0.7727272727272727,0.9358288770053476,0.761904761904762,0.6728971962616823,0.9931532696193546,0.9397875926761325,0.672328966718215,0.9943181818181818,0.927536231884058,0.5714285714285714,0.8838383838383839,0.6464646464646465,0.8181818181818182
5,0.9348269933376316,0.63997113997114,0.7525252525252526,0.9358288770053476,0.6787878787878787,0.6530612244897959,0.9951906330657561,0.9040311837280447,0.7146142595779489,0.9943181818181818,0.8484848484848485,0.5925925925925926,0.8838383838383839,0.5656565656565656,0.7272727272727273
Average,0.9274885634460104,0.72492784992785,0.7694444444444445,0.9272848413678949,0.7201430453604367,0.6729170010811918,0.9932975977769949,0.9318153695189114,0.7081036397410359,0.9942262177231965,0.9227115474520804,0.5944305647047843,0.8691919191919192,0.591919191919192,0.7772727272727273
