Fold,Train_Accuracy,Val_Accuracy,Test_Accuracy,Train_F1,Val_F1,Test_F1,Train_AUCPR,Val_AUCPR,Test_AUCPR,Train_Precision,Val_Precision,Test_Precision,Train_Recall,Val_Recall,Test_Recall,Best_Epoch
1,1.0,0.9852941176470589,0.5743055555555555,1.0,0.9882352941176471,0.6687116564417178,1.0,0.9899940379565001,0.5452268000997571,1.0,0.9767441860465116,0.5989010989010989,1.0,1.0,0.7569444444444444,16
2,1.0,0.9813258636788049,0.6576388888888889,1.0,0.984251968503937,0.7255520504731862,1.0,0.9732256750093965,0.7660674352352432,1.0,0.9765625,0.6647398843930635,1.0,0.9920634920634921,0.7986111111111112,82
3,1.0,0.9764239028944912,0.6930555555555555,1.0,0.9803921568627451,0.7630769230769231,1.0,0.9686643210736655,0.6338326170596507,1.0,0.9689922480620154,0.6850828729281768,1.0,0.9920634920634921,0.8611111111111112,33
4,1.0,0.9666199813258637,0.6222222222222222,1.0,0.9727626459143969,0.7,1.0,0.9962905948493145,0.6343284124937348,1.0,0.9541984732824428,0.6363636363636364,1.0,0.9920634920634921,0.7777777777777778,83
5,1.0,0.984375,0.6291666666666667,1.0,0.9841269841269841,0.7207207207207207,1.0,0.996601527591721,0.5869410107684838,1.0,1.0,0.6349206349206349,1.0,0.96875,0.8333333333333334,58
