Fold,Train_Accuracy,Val_Accuracy,Test_Accuracy,Train_F1,Val_F1,Test_F1,Train_AUCPR,Val_AUCPR,Test_AUCPR,Train_Precision,Val_Precision,Test_Precision,Train_Recall,Val_Recall,Test_Recall
1,1.0,0.8001012145748988,0.7551136363636364,1.0,0.9116279069767442,0.6428571428571429,1.0,0.9346293159827262,0.7363582228240925,1.0,0.8828828828828829,0.4891304347826087,1.0,0.9423076923076923,0.9375
2,1.0,0.6415598290598291,0.7888257575757576,1.0,0.8493150684931506,0.6825396825396826,1.0,0.9291629287981144,0.7855310884322859,1.0,0.808695652173913,0.5512820512820513,1.0,0.8942307692307693,0.8958333333333334
3,0.9975961538461539,0.6607905982905983,0.7570075757575758,0.9975903614457832,0.8699551569506726,0.6466165413533834,0.9999712934692171,0.9233994126527851,0.7175158983273615,1.0,0.8151260504201681,0.5058823529411764,0.9951923076923077,0.9326923076923077,0.8958333333333334
4,0.9987980769230769,0.7574786324786325,0.7672348484848486,0.9987966305655837,0.8867924528301887,0.6666666666666666,1.0,0.9591185815423438,0.743601223262554,1.0,0.8703703703703703,0.5873015873015873,0.9975961538461539,0.9038461538461539,0.7708333333333334
5,1.0,0.7254273504273505,0.7225378787878788,1.0,0.8847926267281107,0.6119402985074627,1.0,0.9594858271057821,0.8030120411375136,1.0,0.8495575221238938,0.47674418604651164,1.0,0.9230769230769231,0.8541666666666666
Average,0.9992788461538462,0.7170715249662618,0.7581439393939394,0.9992773984022734,0.8804966423957733,0.6501240663848676,0.9999942586938435,0.9411592132163504,0.7572036947967614,1.0,0.8453264955942454,0.522068122470787,0.9985576923076923,0.9192307692307692,0.8708333333333333
