Fold,Train_Accuracy,Val_Accuracy,Test_Accuracy,Train_F1,Val_F1,Test_F1,Train_AUCPR,Val_AUCPR,Test_AUCPR,Train_Precision,Val_Precision,Test_Precision,Train_Recall,Val_Recall,Test_Recall,Best_Epoch
1,0.8569233367105707,0.8550420168067226,0.5819444444444445,0.8600223964165733,0.8674698795180723,0.6447368421052632,0.9511917350747086,0.949380924622318,0.7537088516256816,0.9078014184397163,0.8780487804878049,0.6125,0.8170212765957446,0.8571428571428571,0.6805555555555556,87.0
2,0.8696330068670495,0.8319327731092436,0.6138888888888889,0.8703494926719278,0.8275862068965517,0.6666666666666666,0.9608255371751483,0.9260679120020148,0.7927857351169453,0.9256594724220624,0.9056603773584906,0.6410256410256411,0.8212765957446808,0.7619047619047619,0.6944444444444444,96.0
3,0.8683102555442981,0.8480392156862746,0.6451388888888889,0.8693693693693694,0.8571428571428571,0.6912751677852349,0.9629905249710775,0.9392225729591681,0.7440202184352925,0.9234449760765551,0.8823529411764706,0.6688311688311688,0.8212765957446808,0.8333333333333334,0.7152777777777778,99.0
4,0.8626758977822808,0.8842203548085901,0.6381944444444444,0.8581314878892734,0.8803418803418803,0.6824324324324325,0.9482646428017708,0.9459258465807626,0.7766771725910311,0.9370277078085643,0.9537037037037037,0.6644736842105263,0.7914893617021277,0.8174603174603174,0.7013888888888888,97.0
5,0.8568151147098515,0.788125,0.6486111111111111,0.8511627906976744,0.7636363636363637,0.6805555555555556,0.9538622469405014,0.9129693864916769,0.8100494469749449,0.9336734693877551,0.9130434782608695,0.6805555555555556,0.782051282051282,0.65625,0.6805555555555556,98.0
Average,0.8628715223228101,0.8414718720821661,0.6255555555555555,0.8618071074089638,0.839235437507145,0.6731333329090304,0.9554269373926413,0.9347133285311882,0.775448284948779,0.9255214088269306,0.9065618561974679,0.6534772099245784,0.8066230223677031,0.785218253968254,0.6944444444444444,
