Fold,Train_Accuracy,Val_Accuracy,Test_Accuracy,Train_F1,Val_F1,Test_F1,Train_AUCPR,Val_AUCPR,Test_AUCPR,Train_Precision,Val_Precision,Test_Precision,Train_Recall,Val_Recall,Test_Recall,Best_Epoch
1,0.9689181582798604,0.9743230625583567,0.6326388888888889,0.9696312364425163,0.976,0.6987179487179487,0.9926837817113244,0.9924612823148737,0.8080397186702234,0.9889380530973452,0.9838709677419355,0.6488095238095238,0.951063829787234,0.9682539682539683,0.7569444444444444,89.0
2,0.9976134188900146,0.9703548085901027,0.6215277777777778,0.997872340425532,0.9718875502008032,0.7018633540372671,0.9991499492583374,0.9938235698995502,0.7341725899510192,0.997872340425532,0.983739837398374,0.6348314606741573,0.997872340425532,0.9603174603174603,0.7847222222222222,92.0
3,0.9930991782055612,0.9684873949579832,0.5798611111111112,0.9936034115138592,0.9723320158102767,0.6807228915662651,0.9987470810782693,0.9705591980746038,0.665824571295728,0.9957264957264957,0.968503937007874,0.601063829787234,0.9914893617021276,0.9761904761904762,0.7847222222222222,99.0
4,0.9514071822582462,0.9467787114845938,0.65625,0.9532100108813928,0.9523809523809523,0.7161290322580646,0.9914730320836188,0.9868559214847685,0.7146768817240607,0.9755011135857461,0.9523809523809523,0.6686746987951807,0.9319148936170213,0.9523809523809523,0.7708333333333334,97.0
5,0.9830634278002699,0.974375,0.5986111111111111,0.9850746268656716,0.9763779527559056,0.6688102893890675,0.9958975674731219,0.9949707962788099,0.8195130628562425,0.9829787234042553,0.9841269841269841,0.6227544910179641,0.9871794871794872,0.96875,0.7222222222222222,92.0
Average,0.9788202730867905,0.9668637955182072,0.6177777777777778,0.9798783252257943,0.9697956942295877,0.6932487031937227,0.9955902823209344,0.9877341536105213,0.7484453648994547,0.9882033452478748,0.9745245357312241,0.635226800816812,0.9719039825422804,0.9651785714285713,0.763888888888889,
