Fold,Train_Accuracy,Val_Accuracy,Test_Accuracy,Train_F1,Val_F1,Test_F1,Train_AUCPR,Val_AUCPR,Test_AUCPR,Train_Precision,Val_Precision,Test_Precision,Train_Recall,Val_Recall,Test_Recall,Best_Epoch
1,1.0,0.9920634920634921,0.5888888888888889,1.0,0.992,0.668769716088328,1.0,0.99939891700061,0.6926068291175216,1.0,1.0,0.6127167630057804,1.0,0.9841269841269841,0.7361111111111112,71
2,1.0,0.9724556489262371,0.60625,1.0,0.9763779527559056,0.6894409937888198,1.0,0.998696945590251,0.7302969869073364,1.0,0.96875,0.6235955056179775,1.0,0.9841269841269841,0.7708333333333334,81
3,1.0,0.9803921568627452,0.6777777777777778,1.0,0.984375,0.7388535031847133,1.0,0.9598956078421564,0.6726964385887331,1.0,0.9692307692307692,0.6823529411764706,1.0,1.0,0.8055555555555556,88
4,1.0,0.9675536881419233,0.6375,1.0,0.9725490196078431,0.7125,1.0,0.9976697245761816,0.6897455883121542,1.0,0.9612403100775194,0.6477272727272727,1.0,0.9841269841269841,0.7916666666666666,81
5,1.0,0.98046875,0.5888888888888889,1.0,0.9800796812749004,0.668769716088328,0.9999999999999999,0.9973769469118123,0.653282089843183,1.0,1.0,0.6127167630057804,1.0,0.9609375,0.7361111111111112,56
