Fold,Train_Accuracy,Val_Accuracy,Test_Accuracy,Train_F1,Val_F1,Test_F1,Train_AUCPR,Val_AUCPR,Test_AUCPR,Train_Precision,Val_Precision,Test_Precision,Train_Recall,Val_Recall,Test_Recall
1,1.0,0.9871794871794872,0.6261904761904762,1.0,0.987012987012987,0.7155963302752294,1.0,0.9986951899212865,0.7364133434658345,1.0,1.0,0.6256684491978609,1.0,0.9743589743589743,0.8357142857142857
2,1.0,0.9946236559139785,0.6220238095238095,1.0,0.9957446808510638,0.6821192052980133,1.0000000000000002,1.0,0.7274757045228784,1.0,0.9915254237288136,0.6358024691358025,1.0,1.0,0.7357142857142858
3,1.0,0.989247311827957,0.6345238095238095,1.0,0.9915254237288136,0.72,1.0000000000000002,0.9888298688552138,0.7285972953619897,1.0,0.9831932773109243,0.6324324324324324,1.0,1.0,0.8357142857142857
4,1.0,0.9957264957264957,0.6553571428571429,1.0,0.9957081545064378,0.73125,1.0,1.0,0.7601207862613452,1.0,1.0,0.65,1.0,0.9914529914529915,0.8357142857142857
5,1.0,0.9872881355932204,0.6714285714285715,1.0,0.9871244635193133,0.7278688524590164,1.0,0.9995761270359917,0.689119973029145,1.0,1.0,0.6727272727272727,1.0,0.9745762711864406,0.7928571428571428
Average,1.0,0.9908130172482277,0.641904761904762,1.0,0.9914231419237233,0.7153668776064517,1.0,0.9974202371624983,0.7283454205282386,1.0,0.9949437402079475,0.6433261246986738,1.0,0.9880776473996813,0.8071428571428573
